juan_label,type,kanripo_pos,kanripo_text,zhuzi_text,context_before,context_after,is_variant
卷一百二十一,delete,7442-7443,𦂳,,道夫諸公所以讀書無長進縁不㑹疑某雖㸔至沒,要底物事亦須致疑纔疑便須理㑹得徹頭僴或謂,False
卷一百二十一,delete,7451-7452,纔,,長進縁不㑹疑某雖㸔至沒𦂳要底物事亦須致疑,疑便須理㑹得徹頭僴或謂問難只是作話頭不必,False
卷一百二十一,delete,8235-8236,𥅆,,以至于帝無非取諸人以為善孔子説禮吾聞諸老,這也是學於老𥅆方知得這一事賀孫先生因學者,False
卷一百二十一,delete,8242-8243,𥅆,,諸人以為善孔子説禮吾聞諸老𥅆這也是學於老,方知得這一事賀孫先生因學者少寛舒意曰公讀,False
卷一百二十一,delete,8365-8366,龜,,氣象如明道語言固無甚激昂㸔來便見寛舒意思,山人只道恁地寛㸔來不是寛只是不解理會得不,False
卷一百二十一,delete,9678-9679,𦂳,,公等每日只是閒用心問閒事説閒話底時節多問,要事䆒竟自己底事時節少若是真箇做工夫底人,False
卷一百二十一,delete,9719-9720,𦂳,,他自是無閒工夫説閒話問閒事聖人言語有㡬多,要大節目都不曾理㑹小者固不可不理㑹然大者,False
卷一百二十一,delete,9741-9742,𦂳,,大節目都不曾理㑹小者固不可不理㑹然大者尤,要僴或問致知當主敬又問當如先生説次第觀書,False
卷一百二十一,delete,10665-10666,弊,,孟子始説求放心然大槩只要人不馳䳱於外耳其,便有這般底出來以此見聖人言語不可及學䝉或,False
卷一百二十一,replace,10998-11001,髙之弊,高之,多務髙逺不自近處著工夫因言近來學者誠有好,昔有問伊川如何是道伊川曰行處是又問明道如,False
卷一百二十一,delete,11503-11505,𤨏𤨏,,是於大原本上㸔得透自然心胸開闊見世間事皆,不足道矣又曰每日開眼便見這四箇字在靣前仁,False
卷一百二十一,delete,12015-12016,𦂳,,天理從此流出便是炎謂邵武諸友公㸔文字㸔得,切好只是邵武之俗不怕不㑹㸔文字不患㸔文字,False
卷一百二十一,delete,12549-12550,𣺌,,奉勸諸公且子細讀書書不曾讀不見義禮乗虛接,指摘一二句來問人又有漲開其説來問又有牽甲,False
卷一百二十一,delete,13342-13343,弊,,却求之於偏旁處縱得些理其能㡬何今日諸公之,却自要説一種話云我有此理他人不知安有此事,False
卷一百二十一,delete,13846-13847,𦂳,,生曰這下人全不讀書莫説道教他讀别書只是要,如六經漢書唐書諸子也須着讀始得又不是大段,False
卷一百二十一,delete,14490-14491,𦂳,,大故是外靣粗處某常説這箇不難打疊極未有要,不知别人如何正當是裏靣工夫極有細碎難理會,False
卷一百二十一,delete,14660-14661,𦂳,,其力莫問他急緩先後只認是處便奉行不是處便,閉教他莫要出來所以説是故君子無所不用其極,False
卷一百二十一,delete,15684-15685,仇,,云欲之甚則昏蔽而忘義理求之極則争奪而至怨,賀孫每夜諸生㑹集有一長上纔坐定便閒話先生,False
卷一百二十一,delete,15864-15865,脊,,師參禪一日偶靠倚而坐其師見之叱曰得恁地無,梁骨小南悚然自此終身不靠倚坐又舉徐處仁知,False
卷一百二十二,delete,99-100,弊,,失之拙不可失之巧寧失之低不可失之髙伯恭之,盡在於巧伯羽伯恭説義理太多傷巧未免杜撰子,False
卷一百二十二,delete,2302-2303,𤨏,,若不死大段做得文字賀孫因説伯恭少儀外傳多,碎處曰人之所見不同某只愛㸔人之大體大節磊,False
卷一百二十二,delete,2329-2330,𤨏,,見不同某只愛㸔人之大體大節磊磊落落處這般,碎便懶㸔伯恭又愛理㑹這處其間多引忍恥之説,False
卷一百二十二,delete,2471-2472,𦂳,,却質實尊重舘職䇿亦説得慢不分曉後靣又全無,要伯恭㝷常議論亦縁讀書多肚裏有義理多恰似,False
卷一百二十二,delete,3789-3790,𦂳,,分五裂各自為説久之必至銷歇子静則不然精神,峭其説分明能變化人使人旦異而晡不同其流害,False
卷一百二十二,delete,4441-4442,弊,,思此風漸不好其意本是要懲艾昔人矯激之過其,至此孔子在陳思魯之狂士盖狂士雖不得中猶以,False
卷一百二十二,delete,4607-4608,弊,,害之謂今浙中人却是計利害太甚做成回互耳其,至於可以得利者無不為如陳仲弓送宦者𦵏所謂,False
卷一百二十二,delete,4625-4626,𦵏,,耳其弊至於可以得利者無不為如陳仲弓送宦者,所謂有仲弓之志則可無仲弓之志則不可因説東,False
卷一百二十三,delete,1247-1248,弊,,者甚衆且久何故都無一箇得其學曰欽夫言自有,諸公只去學他説話凡説道理先大拍下然欽夫後,False
卷一百二十三,delete,3807-3808,𠂻,,何慮又云同父在利欲膠漆盆中閎祖鄭厚藝圃折,當時以為邪説然尚自占取地歩但不知權其説之,False
卷一百二十四,delete,3605-3606,窈,,分只争虚實而已如老氏亦謂恍兮惚兮其中有物,兮冥兮其中有精所謂物精亦是虛吾道雖有寂然,False
卷一百二十四,delete,3756-3757,弊,,義從而行之乃是求之於外是義襲而取之也故其,自以為是自以為髙而視先儒之説皆與己不合至,False
卷一百二十四,delete,5572-5574,𣺌𣺌,,無知之人撞牆撞壁無所知識使得這心飛揚跳躑,茫茫都無所主若渉大水浩無津涯少間便㑹失心,False
卷一百二十四,delete,6946-6947,𦂳,,而不要去成物少間只見得上靣許多道理切身要,去處不曾理會而終亦不足以成已如那一項却去,False
卷一百二十四,delete,7288-7289,𦂳,,者一人自執一説更無一人守其師説亦不知其師,要處是在那裏都只恁地衰塌不起了其害小他學,False
卷一百二十四,delete,8377-8378,棗,,書講論今學者有㡬箇理㑹得章句也只是渾淪吞,終不成又學他於章句外别撰一箇物事與他鬭又,False
卷一百二十四,delete,9227-9228,悪,,泳有説悟者有説端倪者若説可欲是善不可欲是,而必自㝷一箇道理以為善根脚虛矣非鄉人皆可,False
卷一百二十四,delete,9400-9401,𦂳,,先生既有書院却不曾藏得書某此來為欲求書曰,要書能消得㡬卷某向來亦愛如此後來思之這般,False
卷一百二十五,delete,596-597,𦂳,,去老氏之學最忍它閒時似箇虚無卑弱底人莫教,要處發出來更教你支梧不住如張子房是也子房,False
卷一百二十五,insert,1112-1112,,夔孫,是楊朱之學但楊氏說得大了故孟子力排之義剛,同䕫孫問孟子與荘子同時否曰荘子後得㡬年然,False
卷一百二十五,delete,1113-1115,䕫孫,,楊朱之學但楊氏說得大了故孟子力排之義剛同,問孟子與荘子同時否曰荘子後得㡬年然亦不爭,False
卷一百二十五,delete,4403-4404,窣,,名則非常名又問𤣥之義曰𤣥只是深逺而至於黑,窣地處那便是衆妙所在又問寵辱若驚貴大患若,False
卷一百二十五,delete,5145-5146,𦂳,,不知何故曰他曉得禮之曲折只是他説這是箇無,要底物事不将為事某初間疑有兩箇老聃横渠亦,False
卷一百二十五,delete,7613-7614,鬼,,有不到處不可一概定横渠尋常有太深言語如言,神二氣之良能説得好伊川言鬼神造化之迹却未,False
卷一百二十五,delete,7664-7665,鬼,,是二氣之自然者耳因舉明則有禮樂幽則有鬼神,自是屬禮從隂神自是屬樂從陽易言精氣池本云,False
卷一百二十五,delete,7735-7736,鬼,,從陽屬樂因舉樂者敦和率神而從天禮者别宜歸,而從地云云易言精氣為物㳺魂為變此却是知鬼,False
卷一百二十五,delete,8382-8383,鬼,,失而又失之者也况荘子明言老聃之死則聃亦人,爾豈可僣居昊天上帝之上哉釋老之學盡當毁廢,False
卷一百二十五,replace,8525-8527,𤣥龜,玄,不正其位次又如真武本𤣥武避聖祖諱故曰真武,也武蛇也此本虚危星形似之故因而名北方為𤣥,False
卷一百二十五,delete,8597-8598,龜,,張翼状似鳥故曰朱鳥今乃以𤣥武為真聖而作真,蛇於下已無義理而又增天蓬天猷及翊聖真君作,False
卷一百二十六,delete,4185-4186,𦂳,,柄釋氏虚吾儒實釋氏二吾儒一釋氏以事理為不,要而不理㑹節釋氏只要空聖人只要實釋氏所謂,False
卷一百二十六,delete,4568-4569,龜,,察儒者以理為不生不滅釋氏以神識為不生不滅,山云儒釋之辨其差𦕈忽以某觀之真似氷炭方子,False
卷一百二十六,delete,4577-4578,𦕈,,滅釋氏以神識為不生不滅龜山云儒釋之辨其差,忽以某觀之真似氷炭方子儒者見道品節粲然佛,False
卷一百二十六,delete,5388-5389,鬼,,俛焉日有孜孜斃而後已自家立著志向前做将去,神也避道豈可先自計較先自怕却如此終於無成,False
卷一百二十六,delete,7582-7583,龜,,之説也且如手執捉若執刀胡亂殺人亦可為性乎,山舉龎居士云神道妙用運水般柴以此徐行後長,False
卷一百二十六,delete,7943-7944,𠂻,,者則全體中自有許多道理各自有分别有是非降,秉彛無不各具此理他只見得箇渾淪底物事無分,False
卷一百二十六,delete,9362-9363,弦,,論佛經佛初止有四十二章經其説甚平如言弹琴,急則絶慢則不響不急不慢乃是大抵是偷得老荘,False
卷一百二十六,delete,10125-10126,龜,,離一切相即名佛皆是此意要之只是説箇無僴問,山集中所荅了翁書論華嚴大㫖不知了翁諸人何,False
卷一百二十六,delete,10775-10776,鬼,,則人易之故不譯所以有呪者蓋浮屠居深山中有,神蛇獸為害故作呪以禁之縁他心靈故能知其性,False
卷一百二十六,delete,10887-10888,鬼,,心歸向深固所感如此因言後世被他佛法横入來,神也沒理㑹了又曰世人所謂鬼神亦多是喫酒喫,False
卷一百二十六,delete,11598-11599,𦂳,,説得分明處却不是只内中一句黑如者便是他要,處於此曉得時便盡曉得他又愛説一般㝡險絶底,False
卷一百二十六,replace,12656-12659,説宿縁,說緣,則在其子孫耳道夫佛家不合将才作縁習縁習是,可學禅家以父子兄弟相親愛處為有縁之慈如虎,False
卷一百二十六,delete,13848-13849,鬼,,以得雨自先不信某問漢時如鄭康成注二禮但云,神是氣至佛入中國人鬼始亂曰然可學初西域僧,False
卷一百二十六,delete,14562-14563,弦,,處家為何業對曰愛弹琴佛問絃緩如何曰不鳴矣,急如何曰聲絶矣急緩得中如何曰諸音普矣佛曰,False
卷一百二十六,delete,15051-15052,笑,,道理臨了捨宅為寺却請兩箇僧來住持也是被他,你這箇物事如何出得他或問今也不消學他那一,False
卷一百二十六,delete,15640-15641,鬼,,下又交中貴小人出入其間不以為耻所謂出入人,間也如妙喜與張魏公好又與一種小人小官好璘,False
卷一百二十六,replace,16224-16226,宿禅,禪,強要寂滅它做甚既寂滅後却作何用何况號為尊,和者亦何曾寂滅得近世如宗杲做事全不通㸃檢,False
卷一百二十七,delete,24-25,弊,,朝太祖有聖人之材必大或言太祖受命盡除五代,法用能易亂為治曰不然只是去其甚者其他法令,False
卷一百二十七,delete,99-100,弊,,王介甫大綱都不曾理㑹却纎悉於細微之間所以,也儒用問藝祖平定天下如破竹而河東獨難取何,False
卷一百二十七,delete,419-420,弊,,所差又即是眼前人趙丞相在位甚有意要去此等,然十不能去一二可見上下皆然太祖時公案乃是,False
卷一百二十七,delete,1343-1344,鬼,,過焉終不成都喚兩人為父只縁衆人道是死後為,神不可考胡亂呼都不妨都不思道理不可如此先,False
卷一百二十七,delete,4867-4868,解,,時韓世忠收范汝為尚在建州韓欲得苗而其人乃,送建守李李送行在韓勢盛遂入文字以苖為某得,False
卷一百二十七,delete,8296-8297,仇,,以鸞輅在北之故今其禍變若此天下之所痛憤復,之義自不容己以此播告則名正言順如八陵廢祀,False
卷一百二十七,delete,8867-8868,弊,,晚來極為和易某嘗因奏對言檢旱天語云檢放之,惟在於後時而失實只這四字盡得其要領又言經,False
卷一百二十七,delete,9023-9024,弊,,也又曰某嘗以浙東常平事入見奏及賑荒上曰其,只在後時失實此四字極切荒政之病儒用嵗旱夀,False
卷一百二十八,delete,471-472,懶,,許多只是殿下拜兩拜便上殿這非惟是在下之人,亦是人主不能恁地等得㸔他在恁地舞手㺯脚更,False
卷一百二十八,delete,496-497,懶,,不能恁地等得㸔他在恁地舞手㺯脚更是閤門也,能教得他及它有失儀又著彈奏而今都是從簡易,False
卷一百二十八,delete,2356-2357,戲,,可用與否首則稱道之文後乃警戒之詞如今云於,以下數語是也末乃云主者施行所謂施行者行冊,False
卷一百二十八,delete,3458-3459,拚,,得只得繼之以死而已曰固是事極也不愛一死但,却一死於自身道理雖僅得益然恐無益於事其危,False
卷一百二十八,delete,3571-3572,弊,,事當死而死自是無可疑者賀孫因説歴代承襲之,曰本朝鑒五代藩鎮之弊遂盡奪藩鎮之權兵也收,False
卷一百二十八,delete,3581-3582,弊,,者賀孫因説歴代承襲之弊曰本朝鑒五代藩鎮之,遂盡奪藩鎮之權兵也收了財也收了賞罰刑政一,False
卷一百二十八,delete,3731-3732,𠂻,,一大事却不曾商量盖神宗因見唐六典遂斷自宸,鋭意改之不日而定却不曾與臣下商量也僴唐初,False
卷一百二十八,delete,4125-4126,恭,,中書侍郎後併尚書左右丞門下中書侍郎四員為,政官或云始者昭文館大學士兼同中書門下平章,False
卷一百二十八,delete,4611-4612,恭,,官猶襲節度觀察之名甚無謂又古者以軍興故置,軍今恭軍等職皆治民事而猶循用恭軍之號亦無,False
卷一百二十八,delete,4614-4615,恭,,節度觀察之名甚無謂又古者以軍興故置恭軍今,軍等職皆治民事而猶循用恭軍之號亦無意謂故,False
卷一百二十八,delete,4626-4627,恭,,以軍興故置恭軍今恭軍等職皆治民事而猶循用,軍之號亦無意謂故分曹建院推判等官改為司士,False
卷一百二十八,delete,4657-4658,恭,,建院推判等官改為司士曹事司儀曹事此䫫有六,軍之屬改為某院某院而盡除去節度恭軍之名㸔,False
卷一百二十八,delete,4673-4674,恭,,此䫫有六恭軍之屬改為某院某院而盡除去節度,軍之名㸔來改得自是又如婦人封號有夫為秦國,False
卷一百二十八,delete,5200-5201,郡,,寺監簿丞為寺監簿丞出來便可得小郡又不肯作,便欲經營為郎官郎官非作郡不得除故又經營權,False
卷一百二十八,delete,5567-5568,弊,,來立法建事不肯光明正大只是如此委曲回䕶其,至於今日畧欲觸動一事則議者紛然以為壊祖宗,False
卷一百二十八,delete,5649-5650,稱,,察使此藩鎮所稱使持節某州軍州事此屬州軍所,其屬官則云某州軍事判官某州軍事推官今尚如,False
卷一百二十八,delete,8090-8091,𦂳,,並送史館著作處参改入實錄作史大抵史皆不實,切處不敢上史亦不闗報椿史甚弊因神宗實錄皆,False
卷一百二十八,delete,8104-8105,弊,,大抵史皆不實𦂳切處不敢上史亦不闗報椿史甚,因神宗實錄皆不敢寫傳聞只據人自錄來者才對,False
卷一百二十八,delete,9034-9035,𦂳,,南渡以來其初立法甚放寛盖欲聚人不知後來放,便不得燾今之法大槩用唐法淳問今三代之法或,False
卷一百二十八,delete,10329-10330,虧,,多倍有所得朝廷遂以此年立額至次年則其數大,乃令州縣添補解發自後州縣大困朝廷亦知之議,False
卷一百二十八,delete,10461-10462,弊,,為作俑之罪祖先將不祀矣廣徳粹語婺源納銀之,方伯謨因問和買先生言其初曰今日惟紹興最重,False
卷一百二十九,delete,721-722,𦂳,,做侍御史宰相驟擢作侍從雖官品髙然侍御史却,要為人主者便須知把他擢作侍從如何不把做諫,False
卷一百二十九,delete,2059-2060,弊,,終亦何補於天下國家邪仁宗於是懲才士輕薄之,這㡬个承意㫖盡援引鈍朴持重之人以愚仁宗凡,False
卷一百二十九,delete,2184-2185,弊,,曰渠言漢之名節魏晉之曠蕩隋唐之辭章皆懲其,為之不然此只是正理不明相衮將去遂成風俗後,False
卷一百二十九,delete,2218-2219,弊,,將去遂成風俗後漢名節至於末年有貴已賤人之,如皇甫規鄉人見之却問卿在鴈門食鴈美乎舉此,False
卷一百二十九,delete,2275-2276,𢋫,,相衮到齊梁間又不復如此只是作一般艷辭君臣,歌䙝瀆之語不以為怪隋之辭章乃起於煬帝進士,False
卷一百二十九,delete,2529-2530,彛,,水後來果然彛有一部詩遇水處便廣説璘錄云劉,治水所至興水利劉有一部詩解處處作水利説好,False
卷一百二十九,delete,4407-4408,弊,,為邑之長此等處當有限節若脱畧䋲墨其末流之,必至於此包李之事可為法也時舉張乖崖云陽是,False
卷一百三十,delete,105-106,弊,,主於安靜凡有建明便以生事歸之馴至後來天下,事極多此説甚好且如仁宗朝是甚次第時節國勢,False
卷一百三十,delete,172-173,𦂳,,病不久晏駕所以當時諡之曰英神宗繼之性氣越,尤欲更新之便是天下事難得恰好却又撞著介甫,False
卷一百三十,delete,1401-1402,𦂳,,上落下底則其害淺如庸醫不識病只胡亂下那沒,要底藥便不至於殺人若荆公軰他硬見從那一邊,False
卷一百三十,delete,2257-2258,龜,,曰謂太祖濫殺有罪謂真宗矯誣上天皆把持語也,山集中有政日錄數段却好盖龜山長於攻王氏然,False
卷一百三十,replace,2269-2271,盖龜,蓋,誣上天皆把持語也龜山集中有政日錄數段却好,山長於攻王氏然三經義辨中亦有不必辨者却有,False
卷一百三十,delete,2887-2888,戦,,沒理㑹如東坡以前進説許多如均户口較賦役教,守定軍制倡勇敢之類是煞要出來整理弊壊處後,False
卷一百三十,replace,2904-2906,弊壊,壞,賦役教戦守定軍制倡勇敢之類是煞要出來整理,處後來荆公做出東坡又却盡底飜轉云也無一事,False
卷一百三十,delete,3087-3088,弊,,公以改法致天下之亂人遂以因循為當然天下之,所以未知所終也必大介甫初與吕吉甫好時常簡,False
卷一百三十,delete,3786-3787,𨽻,,管從枝葉上去添兵添將太祖初定天下將諸軍分,州郡特寄飬耳故謂之第㡬指揮謂之禁軍明其為,False
卷一百三十,delete,5097-5098,弊,,張之失而不知其堕於因循既有箇天下兵須用練,須用革事須用整頓如何一切不為得又曰元祐諸,False
卷一百三十,delete,6350-6351,冤,,姦謀如此治之豈不使人主益疑後蔡死其家果訴,謂蔡有定䇿功諸人忌之遂起大禍後治元祐諸公,False
卷一百三十,delete,7067-7068,龜,,些子引動便是元無氣力底人如張子韶汪聖錫王,齡一様底人如何牽得他儒用莊伸問本朝名公有,False
卷一百三十,delete,9115-9116,弊,,此類耳論來介甫初間極好他本是正人見天下之,如此鋭意欲更新之可惜後來立脚不正壊了若論,False
卷一百三十,delete,10007-10008,弊,,狄盛强其為此舉實為下䇿而坡公則欲救當時之,故首以為言也先生良乆乃曰富公之䇿自知其下,False
卷一百三十,delete,13581-13583,世也,,此豈易衣食者盖指此事必大揚錄云任伯作墓誌,所載不明此豈可不白於後陳後山與趙挺之邢和,False
卷一百三十,insert,13594-13594,,世也,錄云任伯作墓誌世也所載不明此豈可不白於後,陳後山與趙挺之邢和叔為友壻皆郭氏壻也後山,False
卷一百三十,replace,13834-13836,随𢋫,隨,道後來亦附梁師成有人以詩嘲之曰早赴朱張飯,蔡子詩此回休倔强凡事且從宜人傑張文潜軟郎,False
卷一百三十,delete,15267-15268,龜,,救得如何鄒道卿奏議不見於世徳父嘗刋行家集,山以公所彈擊之人猶在要路故今集中無奏議後,False
卷一百三十,delete,15296-15297,龜,,猶在要路故今集中無奏議後來汪聖錫在三山刋,山集求奏議於其家安止移書令勿刋可惜不知龜,False
卷一百三十,delete,15316-15317,龜,,龜山集求奏議於其家安止移書令勿刋可惜不知,山猶以出處一事為疑故奏議不可不行於世安止,False
卷一百三十,delete,15419-15420,碩,,當蔡京用事時煞做好官徳明揚錄云舟子不用錢,載劉間之追舟子史一慎不得去載先生傷時世之,False
卷一百三十,delete,15965-15966,龜,,曰公便理㑹不得只是後生死急要官做後如此廣,山作周憲之墓銘再三穪其劾童貫之疏但尚書當,False
卷一百三十,delete,17032-17033,龜,,國柄必大許右丞在宣政間見奉上極於侈靡亦如,山意歸咎於王氏鳬鷖之説因别解此詩以進云涇,False
卷一百三十,delete,17178-17179,捺,,政非用蔡京為政不可京一到這許多事一變更遏,不下雖為曾子宣論列一畨然如何遏得蔡京之勢,False
卷一百三十,delete,17605-17606,鬼,,心脩身為先其言之辯裁雖前軰有説不及處正如,出來念大悲呪相似正所謂妖言也又曰此等人多,False
卷一百三十,delete,19419-19420,𢾗,,散又嘗約如古張灝兩軍同進二人不至師中身被,創裹創力戰又一時死之朝廷議失律兵將中軍統,False
卷一百三十,delete,20182-20183,𨽻,,河北河東路宣撫使以姚平仲為都統制諸道兵悉,之師道時被病特命母拜許乗肩輿入朝家人掖升,False
卷一百三十,delete,20590-20591,龜,,前軰者一二人莫可主張否曰也難主張胡文定謂,山云當時若早用其言也須救得一半説得極公道,False
卷一百三十,delete,20861-20862,面,,傑盜賊力請髙宗還都亦以圖恢復被汪黄讒讃一,放散了皆去而為盜賊當初髙宗能聼宗澤李伯紀,False
卷一百三十,delete,21047-21048,𨽻,,既南下中原羣盜四起宗公使人招之聞其名皆來,麾下欲請駕還都自將往河北討伐金敵廟堂却行,False
卷一百三十,delete,21403-21404,簾,,舜徒雖為邦昌官却能勸邦昌收回偽赦迎太后垂,皆其力也其人云終是難分雪文定記此只到終是,False
卷一百三十一,delete,572-573,笑,,非小小刑杖斷遣得了又曰當時議論自是一般好,方召李丞相時顔岐之徒論列謂張邦昌金人所厚,False
卷一百三十一,delete,1777-1778,廳,,或云因吕安老折辱之不能安遂生反心如不親坐,但垂簾露履以受其参之類恐無此等事曰此亦傳,False
卷一百三十一,delete,1780-1781,簾,,吕安老折辱之不能安遂生反心如不親坐廳但垂,露履以受其参之類恐無此等事曰此亦傳聞之過,False
卷一百三十一,delete,4471-4472,恭,,嘲之一聫云成湯為太甲宣聖作周任周莊仲云劉,政大中之子知某州劉季章曾為其舘客嘗與先生,False
卷一百三十一,delete,4935-4936,碩,,西代領酈瓊兵寳學以為此軍不可代遂改吕安老,往寳學為陳利害決宜辭此行安老以告魏公怒於,False
卷一百三十一,delete,12251-12252,𤼵,,賊害忠良攘人之功以為己有又不與也若海李泰,參政在上前與秦相爭論甚力每語侵秦相皆不應,False
卷一百三十一,delete,13720-13721,𦂳,,爭兄財不與遂以其兄嘗編錄得胡銓上書言秦檜,要數語告以為兄罵秦太師官司亦以尋常不曾為,False
卷一百三十一,delete,14967-14968,龜,,方少驚懼用人才籍溪輪對乞用張魏公劉信叔王,齡查元章又一人繼之時有文集謂之四賢集可學,False
卷一百三十二,delete,268-269,廳,,簡揚宗忠簡公薨其家人方入棺未歛軍兵轝出大,三日祭弔來哭不絶祭物滿廳無數其得軍情人心,False
卷一百三十二,delete,280-281,廳,,棺未歛軍兵轝出大廳三日祭弔來哭不絶祭物滿,無數其得軍情人心如此揚王庶西人趙元鎮引作,False
卷一百三十二,delete,313-314,𦵏,,庶西人趙元鎮引作樞宻甚有威望又言他彊倔死,廬山王之竒是庶之子亦作樞宻庶以私怨殺曲端,False
卷一百三十二,delete,912-913,𦂳,,振岳飛恃才不自晦郭子儀晚節保身甚闒冗然當,要處又不然單騎見敵云云飛作副樞便直是要去,False
卷一百三十二,delete,2262-2263,弊,,數減數倍遂申朝廷乞紹興自認磚墻正中宦者欺,遂急沮其請只令紹興府應副錢不得干預磚墻事,False
卷一百三十二,delete,2311-2312,抛,,如何費許多錢遂呼磚匠于園後結墻一堵驗之闕,磚之大小厚薄依様燒磚而結之費比朝廷所降之,False
卷一百三十二,insert,2330-2330,,抛,闕抛磚之大小厚薄依様燒磚而結之費比朝廷所,降之數減數倍云云張觷字直柔福建人嘗知處州,False
卷一百三十二,delete,3600-3601,邐,,初除浙西制置胡邦衡除浙東邦衡搬家從蘓秀迤,欲歸鄉因此罷陳魯公再用因言於上曰胡銓搬家,False
卷一百三十二,delete,4361-4362,龜,,聖便是大愚因説吕居仁作汪民表墓誌不好曰作,山底尤不好故文定全不用盡做過了振吕居仁家,False
卷一百三十二,delete,6119-6120,龜,,先從他家田上量起今之輔弼能有此心否人傑王,齡學也麄踈只是他天資髙意思誠慤表裏如一所,False
卷一百三十二,delete,8477-8541,孫逢吉從之煞好初除闕便上一文字盡将今所諱忌如正心誠意許多說話一齊盡說出㸔来這是合着說底話只如今人那箇口道是是那箇不多方去回避賀孫,,諫意欲委曲以濟事曰是枉尺直尋而可為也閎祖,天下事須論一箇是不是後却又論其中節與不中,False
卷一百三十二,delete,9848-9849,懶,,不濟事若資弱便放教剛若過剛便放教稍柔些若,便放教勤讀論語便徹頭徹尾理㑹論語讀孟子便,False
卷一百三十三,delete,663-664,𠞰,,敗乗勝據建州三年累降累叛竟遣韓世忠来方能,除之汝為自縊尸為衆所焚弗獲初建人陸棠謝尚,False
卷一百三十三,delete,691-692,龜,,為衆所焚弗獲初建人陸棠謝尚有鄉曲之譽陸乃,山壻為士人時極端重頗似有徳器者賊聲言使二,False
卷一百三十三,delete,891-892,邐,,途又逃去或為道人或為行者或為人典庫藏後迤,望淮去有喜其材者以女妻之住數月復北走降敵,False
卷一百三十三,delete,1172-1173,龜,,召為禮侍累遷侍講道號三住道人儒用一士人見,山容貌甚端莊坐不動每来必如是以此喜之一日,False
卷一百三十三,delete,1203-1204,龜,,来必如是以此喜之一日引入書院久坐忽報有客,山出接士人獨坐凝然不動如故宅眷壁外窺之大,False
卷一百三十三,replace,3408-3410,𦂳宻,密,問醫而多問禁中事二醫怪而問之髙麗主曰我有,事欲達宋皇恐所遣使不能宻故欲得宋皇親近之,False
卷一百三十三,delete,4460-4461,拚,,退遂破太原張孝純守太原一年多少辛苦及城破,一死不得遂降後為劉豫處官太原既破遂一直圍,False
卷一百三十三,delete,4998-4999,龜,,了城多冩完顔亮死於此字亮多忌見而惡之遂居,山人多不可容必致變果死滅揚王仲衡云北朝大,False
卷一百三十四,insert,13-13,,以下歷,司馬遷才髙識亦髙但麄率閎祖,代以下歴史太史公書踈爽班固書宻塞振司馬子,False
卷一百三十四,delete,14-17,以下歴,,司馬遷才髙識亦髙但麄率閎祖代,史太史公書踈爽班固書宻塞振司馬子長動以孔,False
卷一百三十四,delete,544-545,禮,,注疑是君臣之禮見而自通其名然不可考矣方子,必大録云想謁必又重漢書有秀才做底文章有婦,False
卷一百三十四,insert,551-551,,禮,見而自通其名然不可考矣方子禮必大録云想謁,必又重漢書有秀才做底文章有婦人做底文字亦,False
卷一百三十四,delete,2067-2068,劇,,甚異事見攷異其後一䖏所在又却載四人又不信,孟事意謂劇孟何以為輕重然又載周丘其人極無,False
卷一百三十四,delete,2106-2107,劇,,極無行自請於吴去去呼召得數萬人助吴如子房,孟皆温公好惡所在然著其事而立論以明之可也,False
卷一百三十四,delete,2618-2619,𦂳,,揚録云程門此人最好然今看都只是氣質吕與叔,范唐鑑首一段專是論太宗本原然亦未盡太宗後,False
卷一百三十四,delete,2823-2824,舊,,新法神考專意信之以為真可以振起國勢一新其,故范氏之論每以為此惟在人主身心之間而不在,False
卷一百三十四,replace,3035-3037,弊壊,壞,不平正道夫或説二氣五行錯揉萬變曰物乆自有,秦漢而下二氣五行自是較昏濁不如太古之清明,False
卷一百三十四,replace,3081-3083,弊壊,壞,中星自堯時至今已自差五十度了秦漢而下自是,得箇光武起整得畧畧地後又不好了又得箇唐太,False
卷一百三十四,insert,3135-3135,,論歷,了終不能如太古或云本然底亦不壊曰固是䕫孫,代論歴周自東遷之後王室益弱畿内疆土皆為世,False
卷一百三十四,delete,3136-3138,論歴,,終不能如太古或云本然底亦不壊曰固是䕫孫代,周自東遷之後王室益弱畿内疆土皆為世臣㩀襲,False
卷一百三十四,delete,3259-3260,弊,,事勢窮極去不得了必湏如此做也僩權重䖏便有,宗室權重則宗室作亂漢初及晉是也外戚權重則,False
卷一百三十四,delete,3351-3352,秋,,良法美意尚有存者曰去古愈近便古意愈多升卿,以下春成周之時卿士甚小到後来鄭武公們為王,False
卷一百三十四,insert,3355-3355,,秋,尚有存者曰去古愈近便古意愈多升卿秋以下春,成周之時卿士甚小到後来鄭武公們為王卿士便,False
卷一百三十四,delete,3434-3435,卑,,也徒幾人士幾人如皇父卿士畨維司徒如周人将,虢公政亦卿士卿士惟月衞武公為平王卿士之類,False
卷一百三十四,delete,3536-3537,𦂳,,而有天下縁他極強大所以齊桓晉文責之皆是沒,要底事桓公豈不欲将僣王猾夏之事責之但恐無,False
卷一百三十四,delete,3599-3600,戕,,多禮数亦如桓公之意然此䖏亦足以見先王不忍,民之意未泯也設使桓文所以責之者不少假借他,False
