juan_label,type,kanripo_pos,kanripo_text,zhuzi_text,context_before,context_after,is_variant
卷二十五,delete,4271-4302,者不能盡為君之道何如曰只是一意皆是說上下僣亂不能盡君臣之道如無,,注似專責在下者陷無君之罪尹氏注似專責在上,君也義剛夷狄之有君不如諸夏無君且勝之者此,False
卷二十五,delete,4926-4927,把,,大綱須是有所證方端的是則吾欲證之證之須是,宋文獻足方可證然又須是聖人方能取之以證其,False
卷二十五,delete,5062-5063,把,,成又曰這一段中庸說得好說道有宋存焉便見得,又都無了如今春秋傳中宋猶有些商禮在榦或問,False
卷二十五,delete,5145-5245,把國最小所以文獻不足觀春秋所書把初稱侯已而稱伯已而稱子盖其土地極小財賦不多故寜甘心自降為子男之國而其朝覲貢賦率以子男之禮從事聖人因其實書之非貶之也僴問夏禮吾能言之章以中庸㕘看猶可考夏之文獻不足尤甚曰把,,者識其大不賢者識其小孔子廣詢博問所以知得,國最小所以文獻不足觀春秋所書初稱侯已而稱,False
卷二十五,replace,5270-5271,盖,蓋其土地極小財賦不多故寧甘心自降為子男之國而其朝覲貢賦率以子男之禮從事聖人因其實書之非貶之也僴問夏禮吾能言之章以中庸㕘看猶可考夏之文獻不足尤甚曰國最小所以文獻不足觀春秋所書初稱侯已而稱伯已而稱子蓋,文獻不足觀春秋所書初稱侯已而稱伯已而稱子,其朝覲貢賦之属率以子男之禮從事聖人因其實,False
卷二十五,delete,6732-6733,𣺌,,叔共問禘之說曰尋常祭祀猶有捉摸到禘時則甚,茫盖推始祖之所自出者而祭之於始祖之廟以始,False
卷二十五,delete,7258-7259,鬼,,何曰天地隂陽生死晝夜鬼神只是一理若明祭祀,神之理則治天下之理不外於此七日戒三日齊必,False
卷二十五,delete,7331-7332,鬼,,得治天下以上感下以一人感萬民亦初無難者這,神生死之理却怕上蔡見得看他說吾之精神即祖,False
卷二十五,delete,7909-7910,鬼,,平時見孔子祭祖先及祭外神之時致其孝敬以交,神也孔子當祭祖先之時孝心純篤雖死者已逺因,False
卷二十五,delete,8367-8368,鬼,,裏祭誠意却不達於彼便如不曾祭相似燾子善問,神范氏解祭如在云有其誠則有其神無其誠則無,False
卷二十五,delete,10562-10563,能,,盡禮而致君臣不以善終却是賊其君者也若使君,盡禮則君臣剗地長久義剛問關睢樂而不淫哀而,False
卷二十五,delete,10900-10901,弦,,康作廣陵散操當魏末晉初其怒晉欲奪魏慢了商,令與宫弦相似宫為君商為臣是臣陵君之象其聲,False
卷二十五,replace,10903-10905,宫弦,宮,陵散操當魏末晉初其怒晉欲奪魏慢了商弦令與,相似宫為君商為臣是臣陵君之象其聲憤怒躁急,False
卷二十五,delete,11601-11602,能,,不去了容受不去則富貴䏻淫之貧賤䏻移之威武,屈之矣規模是就他施設處說僴集注林聞一問度,False
卷二十五,delete,13449-13450,能,,則和而平以之為天下國家無所處而不當富貴不,淫貧賤不䏻移威武不䏻屈要之大器即此便是如,False
卷二十五,delete,13479-13480,能,,䏻屈要之大器即此便是如上蔡只認得箇富貴不,淫驤集義問始作翕如也謂樂之初作五聲六律合,False
卷二十五,delete,14616-14617,能,,優劣但若論其時則當時聚一團惡人為天下害不,消散武王只得去伐若使文王待得到武王時他那,False
卷二十五,delete,16561-16562,能,,威儀進退之節擗踊哭泣之數皆無足觀者若䏻寛,敬䏻哀了却就他這寛敬哀中去考量他所行之是,False
卷二十六,delete,5138-5139,能,,難得用力於好者固未之見到資禀昬弱欲進而不,者亦未之見可見用力者難得也問好仁惡不仁是,False
卷二十六,delete,6666-6667,能,,不仁者是真知得分明此身常在天理上下面說有,一日用力及力不足者皆是正當分别天理人欲處,False
卷二十六,delete,6703-6704,涵,,理人欲處著工夫又說里仁前面所說都是且教人,養别須更有下工夫處曰工夫只是這箇若䏻於此,False
卷二十六,delete,6724-6725,涵,,養别須更有下工夫處曰工夫只是這箇若䏻於此,養是甚次第今㸔世上萬法萬事都只是這一箇心,False
卷二十七,replace,3571-3573,𦂳宻,密,這一般意思知底又不實去做及至事上做得細㣲,盛水不漏底又不曾見得那大本聖人教人都是教,False
卷二十七,delete,9208-9209,龜,,是難得似聖人如剪綵為花固相似只是無造化功,山云孔子似知州孟子似通判權州譬得好又問先,False
卷二十七,delete,12520-12521,泓,,貫之之忠恕却是升一等髙一是忠貫是恕譬如一,水聖人自然流出灌溉百物其他人須是推出来灌,False
卷二十七,delete,13127-13128,將,,合忠恕是仁底意思曰合忠恕正是仁若使曾子便,仁解一貫字却失了體用不得謂之一貫爾要如此,False
卷二十七,delete,15026-15027,泓,,老者安之少者懐之朋友信之便是聖人地位如一,水在此自然分流四出借學者忠恕以形容一貫猶,False
卷二十七,delete,15758-15759,龜,,恕便是貫自一身言之心便是忠應於事者便是恕,山之說不然某舊時與諸公商量此段都說道龜山,False
卷二十七,delete,15777-15778,龜,,恕龜山之說不然某舊時與諸公商量此段都說道,山便是明道說某深以為不然更無路得分疏後来,False
卷二十七,delete,15831-15832,龜,,明以此知聽說話難須是心同意契纔說便領畧得,山說得恁地差来不是他後来說得差是他當初與,False
卷二十八,replace,3989-3999,人自然之忠恕也上蔡言,確實觀他吾斯之未能信之語可見文蔚曾點開濶,着落矣忠恕而已矣此是借學者之忠恕以影出聖,漆雕開不安於小成是他先見大意了方肯不安於,False
卷二十八,replace,4002-4010,不安於小成是他先,深穩方子曾點漆雕開已,之忠恕以影出聖人自然之忠恕也上蔡言漆雕開,見大意了方肯不安於小成若不見大意如何知得,False
卷二十八,delete,4013-4021,了方肯不安於小成,,忠恕也上蔡言漆雕開不安於小成是他先見大意,若不見大意如何知得它不肯安於小成若不見大,False
卷二十八,replace,4022-4023,不,論見處開未必如點透徹論做䖏點又不如開着實邵堯夫見得恁地却又只管作弄去儒用曾點己,不安於小成是他先見大意了方肯不安於小成若,見大意如何知得它不肯安於小成若不見大意者,False
卷二十八,replace,4026-4031,如何知得它,却做得有欠缺漆雕開見得不如點透徹而用工却密點天資甚高見得這物事透徹如一箇大屋但見外面墻圍周匝裏面間架却未見得却又,成是他先見大意了方肯不安於小成若不見大意,不肯安於小成若不見大意者只安於小成耳如人,False
卷二十八,replace,4033-4034,安,做工夫如邵康節見得恁地只管作弄又曰曾子父子却相反曾子初間却都不見得只從小䖏做去及至一下見得大䖏時他小䖏却都曾做了賜曾點見得甚高却,了方肯不安於小成若不見大意如何知得它不肯,於小成若不見大意者只安於小成耳如人食藜藿,False
卷二十八,replace,4035-4041,小成若不見大,工夫上有踈畧䖏漆雕開見䖏不如曾點然有向進之,肯不安於小成若不見大意如何知得它不肯安於,意者只安於小成耳如人食藜藿與食芻豢若未食,False
卷二十八,insert,4042-4042,,曾點與曾參正相反曾參却是積累做去千條萬緒做到九分八釐只有這些子未透既聞夫子一貫之旨則前日之千條萬緒皆有着落矣忠恕而已矣此是借學,不見大意如何知得它不肯安於小成若不見大意,者只安於小成耳如人食藜藿與食芻豢若未食芻,False
卷二十八,replace,4043-4100,只安於小成耳如人食藜藿與食芻豢若未食芻豢只知藜藿之美及食芻豢則藜藿不足食矣賀孫夫子浮海假設之言且如此説非是必要去所,之忠恕,見大意如何知得它不肯安於小成若不見大意者,以謂子路勇可以從行便是未必要去明作問子路,False
卷二十八,replace,4101-4234,謂子路勇可以從行便是未必要去明作問子路資質剛毅固是箇負荷容受得底人如何却有那聞之喜及終身誦之之事曰也只縁他好勇故凡事麄率不能深求細繹那道理故有此事廣仲由可使治賦才也不知其仁以學言也升卿孟武伯問三子仁乎夫子但言三子才各有所長若仁則不是易事夫子雖不説三子無仁但言不知其仁,影出聖,孫夫子浮海假設之言且如此説非是必要去所以,則無在其中矣仁是全體不息所謂全體者合下全,False
卷二十八,insert,7989-7989,,朱子語類卷二十八,者性也便是性與天道只是不迎頭便恁地説義剛,,False
卷二十九,insert,0-0,,子路有聞章,,問子路有聞未之能行惟恐有聞因舉子路數事以,False
卷二十九,insert,229-229,,子貢問曰孔文子章,了冩在冊子上便了不去行䖏着工夫賀孫㝢録畧,問孔文子孔姞之事如此不好便敏而好學不恥下,False
卷二十九,insert,1028-1028,,子謂子産章,能事使文子以能問於不能亦只是文子之學伯羽,問子産温良慈愷莫短於才否曰孔子稱子産有君,False
卷二十九,insert,1318-1318,,臧文仲居蔡章,都一鄙各有規矩有服是衣冠服用皆有等級髙卑,山節藻棁為藏龜之室以瀆鬼神便是不知古人卜,False
卷二十九,delete,1324-1325,龜,,矩有服是衣冠服用皆有等級髙卑山節藻棁為藏,之室以瀆鬼神便是不知古人卜筮之事固有之但,False
卷二十九,delete,1546-1547,龜,,安得為知盖卜筮之事聖人固欲使民信之然藏蓍,之地須自有箇合當底去䖏今文仲乃為山節藻棁,False
卷二十九,delete,1643-1644,龜,,不知而言也時舉問居蔡之説如集注之云則是藏,初未為失而山節藻棁亦未為僭臧文仲所以不得,False
卷二十九,delete,1672-1673,鬼,,棁亦未為僭臧文仲所以不得為知者特以其惑於,神而作此室以藏龜爾曰山節藻棁恐只是華飾不,False
卷二十九,delete,1680-1681,龜,,所以不得為知者特以其惑於鬼神而作此室以藏,爾曰山節藻棁恐只是華飾不見得其制度如何如,False
卷二十九,delete,1723-1724,龜,,只譏其不知便未是僭所謂作虛器而已大夫不藏,禮家乃因此立説必大臧文仲無大段善可稱但他,False
卷二十九,insert,1832-1832,,子張問曰令尹子文章,其興也勃焉桀紂罪人其亡也忽焉皆是他㑹説燾,或問令尹子文之忠若其果無私意出於至誠惻怛,False
卷二十九,delete,2368-2369,拚,,之文子却脱然掉了去也自是箇好人更有多少人,捨去不得底所以聖人亦許其忠與清只説未知焉,False
卷二十九,delete,2557-2558,拚,,了亦不可説他是避利害如此割舎且當時有萬千,捨不得不去底如公之論都侵過説太苛刻了聖人,False
卷二十九,insert,4001-4001,,季文子三思而後行章,齊曰求仁而得仁又何怨曰便是要見得到此文蔚,問季文子三思而後行章曰思之有未得者須着子,False
卷二十九,insert,4978-4978,,武子邦有道則知章,意周旋纔恁地便滯扵一偏况天理自不如此賀孫,問寗武子章曰武子不可不謂知但其知時人可得,False
卷二十九,delete,4979-4980,寗,,周旋纔恁地便滯扵一偏况天理自不如此賀孫問,武子章曰武子不可不謂知但其知時人可得而及,False
卷二十九,delete,5003-5004,寗,,曰武子不可不謂知但其知時人可得而及南升問,武子曰此無甚可疑邦有道安分做去故無事可稱,False
卷二十九,delete,5075-5076,寗,,得去且不自表著其能此所以謂其愚不可及也賜,俞邦有道則智邦無道則愚邦雖無道是他只管向,False
卷二十九,delete,5137-5138,寗,,不可及亦猶荘子之難能深子之之辭端䝉通老問,武子之愚曰愚非愚魯之謂但是有才不自暴露觀,False
卷二十九,delete,5208-5209,寗,,豈愚之謂當亂世而能如此此其所以免禍也可學,武子當衛成公出奔時煞曾經營着力来愚只是沈,False
卷二十九,delete,5261-5262,寗,,不管國家事以是為愚豈可以為不可及也去偽問,武子其愚不可及曰他人扵邦無道之時要正救者,False
卷二十九,delete,5295-5296,寗,,道之時要正救者不能免患要避患者又却偷安若,武子之愚既能韜晦以免患又自䖏不失其正此所,False
卷二十九,delete,5350-5351,寗,,可力飲此勿預時事如此之愚則人皆能之也人傑,武子邦無道則愚曰愚有兩節有一般愚而冒昧向,False
卷二十九,delete,5381-5382,寗,,兩節有一般愚而冒昧向前底少間都做壊了事如,武子雖冒昧向前不露圭角只猝猝做将去然少間,False
卷二十九,delete,5504-5505,寗,,須早去始得到那艱險時節却要去是甚道理㝢問,武子世臣他人不必如此曰然又㸔事如何若羈旅,False
卷二十九,delete,5553-5554,寗,,若事已爾又豈可去此事最難當權其輕重可學問,武子愚䖏曰盖不自表暴而能周旋成事伊川所謂,False
卷二十九,delete,5734-5735,寗,,君之能濟哉故當時稱知又稱其愚也廣周元興問,武子曰武子當文公有道之時不得作為然它亦無,False
卷二十九,delete,5945-5946,寗,,當愚曰世間事做一律㸔不得聖人不是要人人學,武子但如武子亦自可為法比干却是父族微子既,False
